Exchange ID,Top ID,Disp Order,Pay Item Name,Pay Item Num,Change Item Name,Change Item Num,Start Date,End Date
3105,3000,100601,女神像,1,小栗帽的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3106,3000,101001,女神像,1,大树快车的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3107,3000,101301,女神像,1,目白麦昆的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3108,3000,101701,女神像,1,鲁道夫象征的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3109,3000,103001,女神像,1,米浴的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3110,3000,101501,女神像,1,好歌剧的碎片,1,2023-09-05 04:00:00,2050-08-01 15:59:59
3111,3000,102601,女神像,1,美浦波旁的碎片,1,2023-09-12 04:00:00,2050-08-01 15:59:59
3112,3000,102301,女神像,1,琵琶晨光的碎片,1,2023-09-21 04:00:00,2050-08-01 15:59:59
3113,3000,100302,女神像,1,东海帝王的碎片,1,2023-10-03 04:00:00,2050-08-01 15:59:59
3114,3000,101302,女神像,1,目白麦昆的碎片,1,2023-10-03 04:00:00,2050-08-01 15:59:59
3115,3000,103801,女神像,1,真机伶的碎片,1,2023-10-19 04:00:00,2050-08-01 15:59:59
3116,3000,105001,女神像,1,成田大进的碎片,1,2023-10-30 04:00:00,2050-08-01 15:59:59
3117,3000,104601,女神像,1,醒目飞鹰的碎片,1,2023-11-09 04:00:00,2050-08-01 15:59:59
3118,3000,101601,女神像,1,成田白仁的碎片,1,2023-11-20 04:00:00,2050-08-01 15:59:59
3119,3000,101802,女神像,1,气槽的碎片,1,2023-12-01 04:00:00,2050-08-01 15:59:59
3120,3000,102402,女神像,1,重炮的碎片,1,2023-12-01 04:00:00,2050-08-01 15:59:59
3121,3000,102001,女神像,1,青云天空的碎片,1,2023-12-14 04:00:00,2050-08-01 15:59:59
3122,3000,101201,女神像,1,菱亚马逊的碎片,1,2023-12-25 04:00:00,2050-08-01 15:59:59
3123,3000,101102,女神像,1,草上飞的碎片,1,2024-01-02 04:00:00,2050-08-01 15:59:59
3124,3000,101402,女神像,1,神鹰的碎片,1,2024-01-02 04:00:00,2050-08-01 15:59:59
3125,3000,100501,女神像,1,富士奇石的碎片,1,2024-01-15 04:00:00,2050-08-01 15:59:59
3126,3000,104001,女神像,1,黄金城的碎片,1,2024-01-23 04:00:00,2050-08-01 15:59:59
3127,3000,100102,女神像,1,特别周的碎片,1,2024-02-01 04:00:00,2050-08-01 15:59:59
3128,3000,100402,女神像,1,丸善斯基的碎片,1,2024-02-01 04:00:00,2050-08-01 15:59:59
3129,3000,105801,女神像,1,名将怒涛的碎片,1,2024-02-14 04:00:00,2050-08-01 15:59:59
3130,3000,103701,女神像,1,荣进闪耀的碎片,1,2024-02-23 04:00:00,2050-08-01 15:59:59
3131,3000,105602,女神像,1,待兼福来的碎片,1,2025-05-21 04:00:00,2050-08-01 15:59:59
3132,3000,102801,女神像,1,菱曙的碎片,1,2025-05-26 04:00:00,2050-08-01 15:59:59
3133,3000,101901,女神像,1,爱丽数码的碎片,1,2025-05-29 04:00:00,2050-08-01 15:59:59
3134,3000,103002,女神像,1,米浴的碎片,1,2025-06-03 04:00:00,2050-08-01 15:59:59
3135,3000,104502,女神像,1,超级溪流的碎片,1,2025-06-03 04:00:00,2050-08-01 15:59:59
3136,3000,103901,女神像,1,川上公主的碎片,1,2025-06-12 04:00:00,2050-08-01 15:59:59
3137,3000,102501,女神像,1,曼城茶座的碎片,1,2025-06-18 04:00:00,2050-08-01 15:59:59
3138,3000,101702,女神像,1,鲁道夫象征的碎片,1,2025-06-21 04:00:00,2050-08-01 15:59:59
3139,3000,104002,女神像,1,黄金城的碎片,1,2025-06-21 04:00:00,2050-08-01 15:59:59
3140,3000,104801,女神像,1,岛川乔丹的碎片,1,2025-06-30 04:00:00,2050-08-01 15:59:59
3141,3000,105901,女神像,1,目白多伯的碎片,1,2025-07-04 04:00:00,2050-08-01 15:59:59
3142,3000,100602,女神像,1,小栗帽的碎片,1,2025-07-09 04:00:00,2050-08-01 15:59:59
3143,3000,102302,女神像,1,琵琶晨光的碎片,1,2025-07-09 04:00:00,2050-08-01 15:59:59
3144,3000,102201,女神像,1,美妙姿势的碎片,1,2025-07-17 04:00:00,2050-08-01 15:59:59
3145,3000,102101,女神像,1,玉藻十字的碎片,1,2025-07-21 04:00:00,2050-08-01 15:59:59
3146,3000,101502,女神像,1,好歌剧的碎片,1,2025-07-29 04:00:00,2050-08-01 15:59:59
3147,3000,105202,女神像,1,春乌菈菈的碎片,1,2025-07-29 04:00:00,2050-08-01 15:59:59
3148,3000,106901,女神像,1,樱花千代王的碎片,1,2025-08-11 04:00:00,2050-08-01 15:59:59
3149,3000,102602,女神像,1,美浦波旁的碎片,1,2025-08-16 04:00:00,2050-08-01 15:59:59
3150,3000,103702,女神像,1,荣进闪耀的碎片,1,2025-08-16 04:00:00,2050-08-01 15:59:59
3151,3000,107101,女神像,1,目白雅丹的碎片,1,2025-08-25 04:00:00,2050-08-01 15:59:59
3152,3000,103301,女神像,1,爱慕织姬的碎片,1,2025-08-28 04:00:00,2050-08-01 15:59:59
3153,3000,106801,女神像,1,北部玄驹的碎片,1,2025-09-05 04:00:00,2050-08-01 15:59:59
3154,3000,106701,女神像,1,里见光钻的碎片,1,2025-09-16 04:00:00,2050-08-01 15:59:59
3155,3000,107401,女神像,1,目白光明的碎片,1,2025-09-27 04:00:00,2050-08-01 15:59:59
3156,3000,100502,女神像,1,富士奇石的碎片,1,2025-09-29 04:00:00,2050-08-01 15:59:59
3157,3000,102002,女神像,1,青云天空的碎片,1,2025-09-29 04:00:00,2050-08-01 15:59:59
3158,3000,105101,女神像,1,西野花的碎片,1,2025-10-06 04:00:00,2050-08-01 15:59:59
3159,3000,107201,女神像,1,八重无敌的碎片,1,2025-10-13 04:00:00,2050-08-01 15:59:59
3160,3000,106002,女神像,1,优秀素质的碎片,1,2025-10-20 04:00:00,2050-08-01 15:59:59
3161,3000,106102,女神像,1,帝王光辉的碎片,1,2025-10-20 04:00:00,2050-08-01 15:59:59
3162,3000,103101,女神像,1,艾尼风神的碎片,1,2025-10-30 04:00:00,2050-08-01 15:59:59
3163,3000,106401,女神像,1,目白善信的碎片,1,2025-11-03 04:00:00,2050-08-01 15:59:59
3164,3000,102202,女神像,1,美妙姿势的碎片,1,2025-11-07 04:00:00,2050-08-01 15:59:59
3165,3000,103802,女神像,1,真机伶的碎片,1,2025-11-07 04:00:00,2050-08-01 15:59:59
3166,3000,103401,女神像,1,稻荷一的碎片,1,2025-11-17 04:00:00,2050-08-01 15:59:59
3167,3000,104401,女神像,1,东商变革的碎片,1,2025-11-23 04:00:00,2050-08-01 15:59:59
3168,3000,101002,女神像,1,大树快车的碎片,1,2025-11-27 04:00:00,2050-08-01 15:59:59
3169,3000,105902,女神像,1,目白多伯的碎片,1,2025-11-27 04:00:00,2050-08-01 15:59:59
3170,3000,103601,女神像,1,空中神宫的碎片,1,2025-12-05 04:00:00,2050-08-01 15:59:59
3171,3000,100103,女神像,1,特别周的碎片,1,2025-12-12 04:00:00,2050-08-01 15:59:59
3172,3000,100702,女神像,1,黄金船的碎片,1,2025-12-17 04:00:00,2050-08-01 15:59:59
3173,3000,101303,女神像,1,目白麦昆的碎片,1,2025-12-17 04:00:00,2050-08-01 15:59:59
3174,3000,105301,女神像,1,青竹回忆的碎片,1,2025-12-22 04:00:00,2050-08-01 15:59:59
3175,3000,109801,女神像,1,小林历奇的碎片,1,2025-12-30 04:00:00,2050-08-01 15:59:59
3176,3000,104602,女神像,1,醒目飞鹰的碎片,1,2026-01-05 04:00:00,2050-08-01 15:59:59
3177,3000,103502,女神像,1,胜利奖券的碎片,1,2026-01-05 04:00:00,2050-08-01 15:59:59
3178,3000,105002,女神像,1,成田大进的碎片,1,2026-01-05 04:00:00,2050-08-01 15:59:59
3179,3000,102901,女神像,1,雪之美人的碎片,1,2026-01-19 04:00:00,2050-08-01 15:59:59
3180,3000,104201,女神像,1,采珠的碎片,1,2026-01-25 04:00:00,2050-08-01 15:59:59
3181,3000,101902,女神像,1,爱丽数码的碎片,1,2026-01-28 04:00:00,2050-08-01 15:59:59
3182,3000,105802,女神像,1,名将怒涛的碎片,1,2026-01-28 04:00:00,2050-08-01 15:59:59
3183,3000,108701,女神像,1,阿斯顿真弓的碎片,1,2026-02-03 04:00:00,2050-08-01 15:59:59
3184,3000,107801,女神像,1,山人西风的碎片,1,2026-02-07 04:00:00,2050-08-01 15:59:59
3185,3000,102102,女神像,1,玉藻十字的碎片,1,2026-02-13 04:00:00,2050-08-01 15:59:59
3186,3000,103402,女神像,1,稻荷一的碎片,1,2026-02-13 04:00:00,2050-08-01 15:59:59
3187,3000,104901,女神像,1,中山庆典的碎片,1,2026-02-20 04:00:00,2050-08-01 15:59:59
3188,3000,110001,女神像,1,奇锐骏的碎片,1,2026-02-24 04:00:00,2050-08-01 15:59:59
3189,3000,100802,女神像,1,伏特加的碎片,1,2026-03-05 04:00:00,2050-08-01 15:59:59
3190,3000,100902,女神像,1,大和赤骥的碎片,1,2026-03-05 04:00:00,2050-08-01 15:59:59
3191,3000,104701,女神像,1,荒漠英雄的碎片,1,2026-03-13 04:00:00,2050-08-01 15:59:59
3192,3000,101602,女神像,1,成田白仁的碎片,1,2026-03-19 04:00:00,2050-08-01 15:59:59
3193,3000,106702,女神像,1,里见光钻的碎片,1,2026-03-28 04:00:00,2050-08-01 15:59:59
3194,3000,106802,女神像,1,北部玄驹的碎片,1,2026-03-28 04:00:00,2050-08-01 15:59:59
3195,3000,109901,女神像,1,北幸樽前的碎片,1,2026-04-01 04:00:00,2050-08-01 15:59:59
3196,3000,106501,女神像,1,大拓太阳神的碎片,1,2026-04-10 04:00:00,2050-08-01 15:59:59
3197,3000,102702,女神像,1,目白莱恩的碎片,1,2026-04-18 04:00:00,2050-08-01 15:59:59
3198,3000,103102,女神像,1,艾尼风神的碎片,1,2026-04-18 04:00:00,2050-08-01 15:59:59
3199,3000,104301,女神像,1,新光风的碎片,1,2026-04-26 04:00:00,2050-08-01 15:59:59
3200,3000,105701,女神像,1,千明代表的碎片,1,2026-05-06 21:00:00,2050-08-01 15:59:59
3201,3000,100701,女神像,1,黄金船的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3202,3000,100801,女神像,1,伏特加的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3203,3000,100901,女神像,1,大和赤骥的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3204,3000,101101,女神像,1,草上飞的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3205,3000,101401,女神像,1,神鹰的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3206,3000,101801,女神像,1,气槽的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3207,3000,102401,女神像,1,重炮的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3208,3000,104501,女神像,1,超级溪流的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3209,3000,106201,女神像,1,待兼唐怀瑟的碎片,1,2025-09-05 04:00:00,2050-08-01 15:59:59
3301,3000,102701,女神像,1,目白莱恩的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3302,3000,103201,女神像,1,爱丽速子的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3303,3000,103501,女神像,1,胜利奖券的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3304,3000,104101,女神像,1,樱花进王的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3305,3000,105201,女神像,1,春乌菈菈的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3306,3000,105601,女神像,1,待兼福来的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3307,3000,106001,女神像,1,优秀素质的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3308,3000,106101,女神像,1,帝王光辉的碎片,1,2017-06-30 17:00:00,2050-08-01 15:59:59
3309,3000,106601,女神像,1,双涡轮的碎片,1,2026-05-06 21:00:00,2050-08-01 15:59:59
3400,3000,108501,女神像,1,第一红宝的碎片,1,2026-05-19 04:00:00,2050-08-01 15:59:59
3401,3000,108301,女神像,1,克里斯象征的碎片,1,2026-05-23 04:00:00,2050-08-01 15:59:59
3402,3000,106902,女神像,1,樱花千代王的碎片,1,2026-05-30 04:00:00,2050-08-01 15:59:59
3403,3000,107102,女神像,1,目白雅丹的碎片,1,2026-05-30 04:00:00,2050-08-01 15:59:59
3404,3000,107601,女神像,1,樱花桂冠的碎片,1,2026-06-06 04:00:00,2050-08-01 15:59:59
3405,3000,110501,女神像,1,新宇宙的碎片,1,2026-06-11 04:00:00,2050-08-01 15:59:59
3406,3000,104102,女神像,1,樱花进王的碎片,1,2026-06-20 04:00:00,2050-08-01 15:59:59
3407,3000,106202,女神像,1,待兼唐怀瑟的碎片,1,2026-06-20 04:00:00,2050-08-01 15:59:59
3408,3000,110601,女神像,1,菱奇宝的碎片,1,2026-06-26 04:00:00,2050-08-01 15:59:59
3409,3000,108401,女神像,1,谷水琴蕾的碎片,1,2026-06-30 04:00:00,2050-08-01 15:59:59
3410,3000,101202,女神像,1,菱亚马逊的碎片,1,2026-07-08 04:00:00,2050-08-01 15:59:59
3411,3000,105102,女神像,1,西野花的碎片,1,2026-07-08 04:00:00,2050-08-01 15:59:59
3412,3000,105501,女神像,1,美丽周日的碎片,1,2026-07-20 04:00:00,2050-08-01 15:59:59
3413,3000,105302,女神像,1,青竹回忆的碎片,1,2026-07-30 04:00:00,2050-08-01 15:59:59
3414,3000,104802,女神像,1,岛川乔丹的碎片,1,2026-07-30 04:00:00,2050-08-01 15:59:59
3415,3000,110401,女神像,1,葛城荣主的碎片,1,2026-08-05 04:00:00,2050-08-01 15:59:59
3416,3000,107001,女神像,1,天狼星象征的碎片,1,2026-08-10 04:00:00,2050-08-01 15:59:59
3417,3000,103202,女神像,1,爱丽速子的碎片,1,2026-08-16 04:00:00,2050-08-01 15:59:59
3418,3000,100202,女神像,1,无声铃鹿的碎片,1,2026-08-16 04:00:00,2050-08-01 15:59:59
3419,3000,107701,女神像,1,成田路的碎片,1,2050-09-05 04:00:00,2050-08-01 15:59:59
3520,3000,100703,女神像,1,黄金船的碎片,1,2050-09-12 04:00:00,2050-08-01 15:59:59
4101,4000,101,四叶草,200,养成优俊少女招募券,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4102,4000,102,四叶草,200,协助卡招募券,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4201,4000,201,四叶草,30,金币,5000,2017-05-31 16:00:00,2050-08-01 15:59:59
4301,4000,301,四叶草,30,闹钟,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4401,4000,401,四叶草,20,干劲满溢甜点,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4402,4000,402,四叶草,20,晴天娃娃,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4403,4000,403,四叶草,20,雨天娃娃,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4404,4000,404,四叶草,20,内道抽选球,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4405,4000,405,四叶草,20,外道抽选球,1,2017-05-31 16:00:00,2050-08-01 15:59:59
4601,4000,601,四叶草,100,樱花奖优胜锦旗,1,2017-05-31 16:00:00,2026-09-01 03:59:59
4602,4000,602,四叶草,100,天王奖（春）优胜锦旗,1,2017-05-31 16:00:00,2026-09-01 03:59:59
4603,4000,603,四叶草,100,奥克斯优胜锦旗,1,2017-05-31 16:00:00,2026-09-01 03:59:59
4604,4000,604,四叶草,100,秋华奖优胜锦旗,1,2017-05-31 16:00:00,2026-09-01 03:59:59
4605,4000,605,四叶草,100,天王奖（秋）优胜锦旗,1,2017-05-31 16:00:00,2026-09-01 03:59:59
4606,4000,606,四叶草,100,全国冠军杯优胜锦旗,1,2017-05-31 16:00:00,2026-09-01 03:59:59
4607,4000,607,四叶草,100,全国育成杯经典赛优胜锦旗,1,2022-08-19 04:00:00,2026-09-01 03:59:59
4608,4000,608,四叶草,20,二月锦标赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4609,4000,609,四叶草,20,中京短途赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4610,4000,610,四叶草,20,大阪杯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4611,4000,611,四叶草,20,樱花奖优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4612,4000,612,四叶草,20,皋月奖优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4613,4000,613,四叶草,20,天王奖（春）优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4614,4000,614,四叶草,20,广播协会英里杯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4615,4000,615,四叶草,20,维多利亚英里赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4616,4000,616,四叶草,20,奥克斯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4617,4000,617,四叶草,20,全国德比优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4618,4000,618,四叶草,20,东京英里赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4619,4000,619,四叶草,20,宝冢纪念优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4620,4000,620,四叶草,20,短途者锦标赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4621,4000,621,四叶草,20,秋华奖优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4622,4000,622,四叶草,20,菊花奖优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4623,4000,623,四叶草,20,天王奖（秋）优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4624,4000,624,四叶草,20,英里冠军赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4625,4000,625,四叶草,20,伊丽莎白女王杯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4626,4000,626,四叶草,20,全国杯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4627,4000,627,四叶草,20,全国冠军杯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4628,4000,628,四叶草,20,阪神初级少女杯赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4629,4000,629,四叶草,20,朝日杯未来锦标赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4630,4000,630,四叶草,20,中山大奖赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4631,4000,631,四叶草,20,希望锦标赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4632,4000,632,四叶草,20,全国泥地德比优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4633,4000,633,四叶草,20,全国育成杯短途赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4634,4000,634,四叶草,20,全国育成杯经典赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4635,4000,635,四叶草,20,全国育成杯女士经典赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4636,4000,636,四叶草,20,帝王奖优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4637,4000,637,四叶草,20,东京盛典赛优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4638,4000,638,四叶草,20,川崎纪念优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4639,4000,639,四叶草,20,全国初级优俊优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4640,4000,640,四叶草,20,柏市纪念优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
4641,4000,641,四叶草,20,英里冠军南部杯优胜锦旗,1,2026-09-01 04:00:00,2050-08-01 15:59:59
5001,5000,1,新手冲刺3★兑换券,1,[特别追梦者]特别周,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5002,5000,2,新手冲刺3★兑换券,1,[无声无瑕]无声铃鹿,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5003,5000,3,新手冲刺3★兑换券,1,[喜乐无边]东海帝王,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5004,5000,4,新手冲刺3★兑换券,1,[绯红方程式]丸善斯基,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5005,5000,5,新手冲刺3★兑换券,1,[星光跃动]小栗帽,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5006,5000,6,新手冲刺3★兑换券,1,[狂野前线]大树快车,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5007,5000,7,新手冲刺3★兑换券,1,[优雅曲线]目白麦昆,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5008,5000,8,新手冲刺3★兑换券,1,[皇帝]鲁道夫象征,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5009,5000,9,新手冲刺3★兑换券,1,[玫瑰之梦]米浴,1,2017-05-31 16:00:00,2050-08-01 15:59:59
5100,5001,0,优俊箱2 3★兑换券,1,[特别追梦者]特别周,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5101,5001,0,优俊箱2 3★兑换券,1,[雀跃♪维他命心拍]特别周,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5102,5001,0,优俊箱2 3★兑换券,1,[无声无瑕]无声铃鹿,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5103,5001,0,优俊箱2 3★兑换券,1,[喜乐无边]东海帝王,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5104,5001,0,优俊箱2 3★兑换券,1,[飞跃地平线]东海帝王,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5105,5001,0,优俊箱2 3★兑换券,1,[绯红方程式]丸善斯基,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5106,5001,0,优俊箱2 3★兑换券,1,[飞跃☆夏夜]丸善斯基,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5107,5001,0,优俊箱2 3★兑换券,1,[流星歌剧]富士奇石,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5108,5001,0,优俊箱2 3★兑换券,1,[星光跃动]小栗帽,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5109,5001,0,优俊箱2 3★兑换券,1,[狂野前线]大树快车,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5110,5001,0,优俊箱2 3★兑换券,1,[圣翠治愈师]草上飞,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5111,5001,0,优俊箱2 3★兑换券,1,[亚马逊青金石]菱亚马逊,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5112,5001,0,优俊箱2 3★兑换券,1,[优雅曲线]目白麦昆,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5113,5001,0,优俊箱2 3★兑换券,1,[天际尽头]目白麦昆,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5114,5001,0,优俊箱2 3★兑换券,1,[羽蛇武斗家]神鹰,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5115,5001,0,优俊箱2 3★兑换券,1,[O sole suo！]好歌剧,1,2021-08-16 16:00:00,2050-08-01 15:59:59
5116,5001,0,优俊箱2 3★兑换券,1,[Maverick]成田白仁,1,2021-08-16 16:00:00,2050-08-01 15:59:59
