Exchange ID,Top ID,Disp Order,Pay Item Name,Pay Item Num,Change Item Name,Change Item Num,Start Date,End Date
2017,2000,1,好友积分,3000,特别周的碎片,5,2023-10-05 03:00:00,2023-11-09 19:59:59
2018,2000,2,好友积分,3000,东海帝王的碎片,5,2023-10-05 03:00:00,2023-11-09 19:59:59
2019,2000,3,好友积分,3000,目白麦昆的碎片,5,2023-10-05 03:00:00,2023-11-09 19:59:59
2020,2000,1,好友积分,3000,优秀素质的碎片,5,2023-11-09 20:00:00,2023-11-30 19:59:59
2021,2000,2,好友积分,2000,黄金船的碎片,5,2023-11-09 20:00:00,2023-11-30 19:59:59
2022,2000,3,好友积分,3000,美浦波旁的碎片,5,2023-11-09 20:00:00,2023-11-30 19:59:59
2023,2000,3,好友积分,3000,气槽的碎片,5,2023-11-30 20:00:00,2023-12-28 19:59:59
2024,2000,5,好友积分,3000,待兼福来的碎片,5,2023-11-30 20:00:00,2023-12-28 19:59:59
2025,2000,4,好友积分,3000,樱花进王的碎片,5,2023-11-30 20:00:00,2023-12-28 19:59:59
2026,2000,1,好友积分,3000,里见光钻的碎片,5,2023-12-28 20:00:00,2024-01-10 19:59:59
2027,2000,2,好友积分,3000,北部玄驹的碎片,5,2023-12-28 20:00:00,2024-01-10 19:59:59
2028,2000,1,好友积分,3000,伏特加的碎片,5,2023-12-11 03:00:00,2023-12-28 02:59:59
2029,2000,2,好友积分,3000,大和赤骥的碎片,5,2023-12-11 03:00:00,2023-12-28 02:59:59
2030,2000,1,好友积分,3000,菱亚马逊的碎片,5,2024-04-30 03:00:00,2024-05-19 19:59:59
2031,2000,2,好友积分,3000,樱花千代王的碎片,5,2024-04-30 03:00:00,2024-05-19 19:59:59
2032,2000,3,好友积分,3000,葛城荣主的碎片,5,2024-04-30 03:00:00,2024-05-19 19:59:59
2033,2000,1,好友积分,3000,メジロパーマーのピース,5,2024-12-10 03:00:00,2024-12-27 02:59:59
2034,2000,2,好友积分,3000,メジロブライトのピース,5,2024-12-10 03:00:00,2024-12-27 02:59:59
2035,2000,1,好友积分,3000,小栗帽的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2036,2000,2,好友积分,2000,黄金船的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2037,2000,3,好友积分,3000,目白麦昆的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2038,2000,4,好友积分,3000,青云天空的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2039,2000,5,好友积分,3000,玉藻十字的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2040,2000,6,好友积分,3000,琵琶晨光的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2041,2000,7,好友积分,3000,真机伶的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2042,2000,8,好友积分,3000,菱奇宝的碎片,5,2025-04-30 03:00:00,2025-05-21 02:59:59
2201,2000,201,好友积分,1000,协助积分,1000,2017-05-31 15:00:00,2025-08-29 02:59:59
2250,2000,250,好友积分,200,短距离跑鞋,1,2024-03-12 03:00:00,2025-06-01 02:59:59
2251,2000,251,好友积分,200,英里跑鞋,1,2024-03-12 03:00:00,2025-06-01 02:59:59
2252,2000,252,好友积分,200,中距离跑鞋,1,2024-03-12 03:00:00,2025-06-01 02:59:59
2253,2000,253,好友积分,200,长距离跑鞋,1,2024-03-12 03:00:00,2025-06-01 02:59:59
2254,2000,254,好友积分,200,泥地跑鞋,1,2024-03-12 03:00:00,2025-06-01 02:59:59
2301,2000,301,好友积分,1000,二月锦标赛优胜锦旗,1,2017-05-31 15:00:00,2025-06-01 02:59:59
2302,2000,302,好友积分,1000,中京短途赛优胜锦旗,1,2017-05-31 15:00:00,2025-06-01 02:59:59
2303,2000,303,好友积分,1000,维多利亚英里赛优胜锦旗,1,2017-05-31 15:00:00,2025-06-01 02:59:59
2304,2000,304,好友积分,1000,全国德比优胜锦旗,1,2017-05-31 15:00:00,2025-06-01 02:59:59
2305,2000,305,好友积分,1000,东京英里赛优胜锦旗,1,2017-05-31 15:00:00,2025-06-01 02:59:59
2306,2000,306,好友积分,1000,英里冠军赛优胜锦旗,1,2017-05-31 15:00:00,2025-06-01 02:59:59
2307,2000,101,好友积分,1000,启发书,1,2022-03-07 03:00:00,2023-09-01 02:59:59
2308,2000,102,好友积分,2000,启发专业书,1,2022-03-07 03:00:00,2023-09-01 02:59:59
2309,2000,110,好友积分,4000,稀有启发书,1,2022-03-07 03:00:00,2023-09-01 02:59:59
2310,2000,111,好友积分,6000,稀有启发专业书,1,2022-03-07 03:00:00,2023-09-01 02:59:59
2311,2000,307,好友积分,1000,东京盛典赛优胜锦旗,1,2022-08-19 03:00:00,2025-06-01 02:59:59
2312,2000,308,好友积分,1000,柏市纪念优胜锦旗,1,2022-08-19 03:00:00,2025-06-01 02:59:59
2313,2000,50,好友积分,1000,收藏室钥匙,1,2023-01-27 03:00:00,2024-12-01 02:59:59
2314,2000,101,好友积分,250,启发书,1,2023-09-01 03:00:00,2050-08-01 14:59:59
2315,2000,102,好友积分,500,启发专业书,1,2023-09-01 03:00:00,2050-08-01 14:59:59
2316,2000,110,好友积分,1000,稀有启发书,1,2023-09-01 03:00:00,2024-09-01 02:59:59
2317,2000,111,好友积分,1500,稀有启发专业书,1,2023-09-01 03:00:00,2024-09-01 02:59:59
2318,2000,110,好友积分,1000,稀有启发书,1,2024-09-01 03:00:00,2050-08-01 14:59:59
2319,2000,111,好友积分,1500,稀有启发专业书,1,2024-09-01 03:00:00,2050-08-01 14:59:59
2320,2000,50,好友积分,500,收藏室钥匙,1,2024-12-01 03:00:00,2025-06-01 02:59:59
2321,2000,21,好友积分,2000,[WINNING DREAM]无声铃鹿,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2322,2000,22,好友积分,2000,[SPECIAL DREAMERS！！]里见光钻,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2323,2000,23,好友积分,2000,[U & Me]美浦波旁,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2324,2000,24,好友积分,2000,[Unyielding resolve]克里斯象征,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2325,2000,25,好友积分,2000,[Precious☆Moments]爱慕织姬,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2326,2000,26,好友积分,2000,[Balliamo?]ジェンティルドンナ,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2327,2000,27,好友积分,2000,[我が学び舎へ、愛をこめて]ブエナビスタ,1,2025-02-24 03:00:00,2050-08-01 14:59:59
2328,2000,50,好友积分,500,收藏室钥匙,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2329,2000,250,好友积分,200,短距离跑鞋,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2330,2000,251,好友积分,200,英里跑鞋,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2331,2000,252,好友积分,200,中距离跑鞋,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2332,2000,253,好友积分,200,长距离跑鞋,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2333,2000,254,好友积分,200,泥地跑鞋,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2334,2000,301,好友积分,1000,二月锦标赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2335,2000,302,好友积分,1000,中京短途赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2336,2000,303,好友积分,1000,维多利亚英里赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2337,2000,304,好友积分,1000,全国德比优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2338,2000,305,好友积分,1000,东京英里赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2339,2000,306,好友积分,1000,英里冠军赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2340,2000,307,好友积分,1000,东京盛典赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2341,2000,308,好友积分,1000,柏市纪念优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
2342,2000,28,好友积分,2000,[NEW TALES AWAIT]グランアレグリア,1,2025-08-24 03:00:00,2050-08-01 14:59:59
2343,2000,250,好友积分,200,短距离跑鞋,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2344,2000,251,好友积分,200,英里跑鞋,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2345,2000,252,好友积分,200,中距离跑鞋,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2346,2000,253,好友积分,200,长距离跑鞋,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2347,2000,254,好友积分,200,泥地跑鞋,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2348,2000,301,好友积分,1000,二月锦标赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2349,2000,302,好友积分,1000,中京短途赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2350,2000,303,好友积分,1000,维多利亚英里赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2351,2000,304,好友积分,1000,全国德比优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2352,2000,305,好友积分,1000,东京英里赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2353,2000,306,好友积分,1000,英里冠军赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2354,2000,307,好友积分,1000,东京盛典赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2355,2000,308,好友积分,1000,柏市纪念优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
2356,2000,50,好友积分,500,收藏室钥匙,1,2025-10-01 03:00:00,2050-08-01 14:59:59
3101,3000,100101,女神像,1,特别周的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3102,3000,100201,女神像,1,无声铃鹿的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3103,3000,100301,女神像,1,东海帝王的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3104,3000,100401,女神像,1,丸善斯基的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3105,3000,100601,女神像,1,小栗帽的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3106,3000,101001,女神像,1,大树快车的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3107,3000,101301,女神像,1,目白麦昆的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3108,3000,101701,女神像,1,鲁道夫象征的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3109,3000,103001,女神像,1,米浴的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3110,3000,101501,女神像,1,好歌剧的碎片,1,2021-03-02 03:00:00,2050-08-01 14:59:59
3111,3000,102601,女神像,1,美浦波旁的碎片,1,2021-03-09 03:00:00,2050-08-01 14:59:59
3112,3000,102301,女神像,1,琵琶晨光的碎片,1,2021-03-09 03:00:00,2050-08-01 14:59:59
3113,3000,100302,女神像,1,东海帝王的碎片,1,2021-03-30 03:00:00,2050-08-01 14:59:59
3114,3000,101302,女神像,1,目白麦昆的碎片,1,2021-03-30 03:00:00,2050-08-01 14:59:59
3115,3000,103801,女神像,1,真机伶的碎片,1,2021-04-15 03:00:00,2050-08-01 14:59:59
3116,3000,105001,女神像,1,成田大进的碎片,1,2021-04-26 03:00:00,2050-08-01 14:59:59
3117,3000,104601,女神像,1,醒目飞鹰的碎片,1,2021-05-06 03:00:00,2050-08-01 14:59:59
3118,3000,101601,女神像,1,成田白仁的碎片,1,2021-05-17 03:00:00,2050-08-01 14:59:59
3119,3000,101802,女神像,1,气槽的碎片,1,2021-05-28 03:00:00,2050-08-01 14:59:59
3120,3000,102402,女神像,1,重炮的碎片,1,2021-05-28 03:00:00,2050-08-01 14:59:59
3121,3000,102001,女神像,1,青云天空的碎片,1,2021-06-10 03:00:00,2050-08-01 14:59:59
3122,3000,101201,女神像,1,菱亚马逊的碎片,1,2021-06-21 03:00:00,2050-08-01 14:59:59
3123,3000,101102,女神像,1,草上飞的碎片,1,2021-06-29 03:00:00,2050-08-01 14:59:59
3124,3000,101402,女神像,1,神鹰的碎片,1,2021-06-29 03:00:00,2050-08-01 14:59:59
3125,3000,100501,女神像,1,富士奇石的碎片,1,2021-07-12 03:00:00,2050-08-01 14:59:59
3126,3000,104001,女神像,1,黄金城的碎片,1,2021-07-20 03:00:00,2050-08-01 14:59:59
3127,3000,100102,女神像,1,特别周的碎片,1,2021-07-29 03:00:00,2050-08-01 14:59:59
3128,3000,100402,女神像,1,丸善斯基的碎片,1,2021-07-29 03:00:00,2050-08-01 14:59:59
3129,3000,105801,女神像,1,名将怒涛的碎片,1,2021-08-11 03:00:00,2050-08-01 14:59:59
3130,3000,103701,女神像,1,荣进闪耀的碎片,1,2021-08-20 03:00:00,2050-08-01 14:59:59
3131,3000,105602,女神像,1,待兼福来的碎片,1,2021-08-30 03:00:00,2050-08-01 14:59:59
3132,3000,102801,女神像,1,菱曙的碎片,1,2021-09-10 03:00:00,2050-08-01 14:59:59
3133,3000,101901,女神像,1,爱丽数码的碎片,1,2021-09-20 03:00:00,2050-08-01 14:59:59
3134,3000,103002,女神像,1,米浴的碎片,1,2021-09-29 03:00:00,2050-08-01 14:59:59
3135,3000,104502,女神像,1,超级溪流的碎片,1,2021-09-29 03:00:00,2050-08-01 14:59:59
3136,3000,103901,女神像,1,川上公主的碎片,1,2021-10-11 03:00:00,2050-08-01 14:59:59
3137,3000,102501,女神像,1,曼城茶座的碎片,1,2021-10-20 03:00:00,2050-08-01 14:59:59
3138,3000,101702,女神像,1,鲁道夫象征的碎片,1,2021-10-28 03:00:00,2050-08-01 14:59:59
3139,3000,104002,女神像,1,黄金城的碎片,1,2021-10-28 03:00:00,2050-08-01 14:59:59
3140,3000,104801,女神像,1,岛川乔丹的碎片,1,2021-11-08 03:00:00,2050-08-01 14:59:59
3141,3000,105901,女神像,1,目白多伯的碎片,1,2021-11-19 03:00:00,2050-08-01 14:59:59
3142,3000,100602,女神像,1,小栗帽的碎片,1,2021-11-29 03:00:00,2050-08-01 14:59:59
3143,3000,102302,女神像,1,琵琶晨光的碎片,1,2021-11-29 03:00:00,2050-08-01 14:59:59
3144,3000,102201,女神像,1,美妙姿势的碎片,1,2021-12-14 03:00:00,2050-08-01 14:59:59
3145,3000,102101,女神像,1,玉藻十字的碎片,1,2021-12-22 03:00:00,2050-08-01 14:59:59
3146,3000,101502,女神像,1,好歌剧的碎片,1,2021-12-31 03:00:00,2050-08-01 14:59:59
3147,3000,105202,女神像,1,春乌菈菈的碎片,1,2021-12-31 03:00:00,2050-08-01 14:59:59
3148,3000,106901,女神像,1,樱花千代王的碎片,1,2022-01-20 03:00:00,2050-08-01 14:59:59
3149,3000,102602,女神像,1,美浦波旁的碎片,1,2022-01-28 03:00:00,2050-08-01 14:59:59
3150,3000,103702,女神像,1,荣进闪耀的碎片,1,2022-01-28 03:00:00,2050-08-01 14:59:59
3151,3000,107101,女神像,1,目白雅丹的碎片,1,2022-02-08 03:00:00,2050-08-01 14:59:59
3152,3000,103301,女神像,1,爱慕织姬的碎片,1,2022-02-16 03:00:00,2050-08-01 14:59:59
3153,3000,106801,女神像,1,北部玄驹的碎片,1,2022-02-24 03:00:00,2050-08-01 14:59:59
3154,3000,106701,女神像,1,里见光钻的碎片,1,2022-03-07 03:00:00,2050-08-01 14:59:59
3155,3000,107401,女神像,1,目白光明的碎片,1,2022-03-18 03:00:00,2050-08-01 14:59:59
3156,3000,100502,女神像,1,富士奇石的碎片,1,2022-03-29 03:00:00,2050-08-01 14:59:59
3157,3000,102002,女神像,1,青云天空的碎片,1,2022-03-29 03:00:00,2050-08-01 14:59:59
3158,3000,105101,女神像,1,西野花的碎片,1,2022-04-11 03:00:00,2050-08-01 14:59:59
3159,3000,107201,女神像,1,八重无敌的碎片,1,2022-04-19 03:00:00,2050-08-01 14:59:59
3160,3000,106002,女神像,1,优秀素质的碎片,1,2022-04-28 03:00:00,2050-08-01 14:59:59
3161,3000,106102,女神像,1,帝王光辉的碎片,1,2022-04-28 03:00:00,2050-08-01 14:59:59
3162,3000,103101,女神像,1,艾尼风神的碎片,1,2022-05-10 03:00:00,2050-08-01 14:59:59
3163,3000,106401,女神像,1,目白善信的碎片,1,2022-05-20 03:00:00,2050-08-01 14:59:59
3164,3000,102202,女神像,1,美妙姿势的碎片,1,2022-05-30 03:00:00,2050-08-01 14:59:59
3165,3000,103802,女神像,1,真机伶的碎片,1,2022-05-30 03:00:00,2050-08-01 14:59:59
3166,3000,103401,女神像,1,稻荷一的碎片,1,2022-06-10 03:00:00,2050-08-01 14:59:59
3167,3000,104401,女神像,1,东商变革的碎片,1,2022-06-20 03:00:00,2050-08-01 14:59:59
3168,3000,101002,女神像,1,大树快车的碎片,1,2022-06-30 03:00:00,2050-08-01 14:59:59
3169,3000,105902,女神像,1,目白多伯的碎片,1,2022-06-30 03:00:00,2050-08-01 14:59:59
3170,3000,103601,女神像,1,空中神宫的碎片,1,2022-07-11 03:00:00,2050-08-01 14:59:59
3171,3000,100103,女神像,1,特别周的碎片,1,2022-07-20 03:00:00,2050-08-01 14:59:59
3172,3000,100702,女神像,1,黄金船的碎片,1,2022-07-29 03:00:00,2050-08-01 14:59:59
3173,3000,101303,女神像,1,目白麦昆的碎片,1,2022-07-29 03:00:00,2050-08-01 14:59:59
3174,3000,105301,女神像,1,青竹回忆的碎片,1,2022-08-10 03:00:00,2050-08-01 14:59:59
3175,3000,109801,女神像,1,小林历奇的碎片,1,2022-08-19 03:00:00,2050-08-01 14:59:59
3176,3000,104602,女神像,1,醒目飞鹰的碎片,1,2022-08-24 03:00:00,2050-08-01 14:59:59
3177,3000,103502,女神像,1,胜利奖券的碎片,1,2022-08-29 03:00:00,2050-08-01 14:59:59
3178,3000,105002,女神像,1,成田大进的碎片,1,2022-08-29 03:00:00,2050-08-01 14:59:59
3179,3000,102901,女神像,1,雪之美人的碎片,1,2022-09-12 03:00:00,2050-08-01 14:59:59
3180,3000,104201,女神像,1,采珠的碎片,1,2022-09-20 03:00:00,2050-08-01 14:59:59
3181,3000,101902,女神像,1,爱丽数码的碎片,1,2022-09-29 03:00:00,2050-08-01 14:59:59
3182,3000,105802,女神像,1,名将怒涛的碎片,1,2022-09-29 03:00:00,2050-08-01 14:59:59
3183,3000,108701,女神像,1,阿斯顿真弓的碎片,1,2022-10-11 03:00:00,2050-08-01 14:59:59
3184,3000,107801,女神像,1,山人西风的碎片,1,2022-10-19 03:00:00,2050-08-01 14:59:59
3185,3000,102102,女神像,1,玉藻十字的碎片,1,2022-10-28 03:00:00,2050-08-01 14:59:59
3186,3000,103402,女神像,1,稻荷一的碎片,1,2022-10-28 03:00:00,2050-08-01 14:59:59
3187,3000,104901,女神像,1,中山庆典的碎片,1,2022-11-09 03:00:00,2050-08-01 14:59:59
3188,3000,110001,女神像,1,奇锐骏的碎片,1,2022-11-17 03:00:00,2050-08-01 14:59:59
3189,3000,100802,女神像,1,伏特加的碎片,1,2022-11-28 03:00:00,2050-08-01 14:59:59
3190,3000,100902,女神像,1,大和赤骥的碎片,1,2022-11-28 03:00:00,2050-08-01 14:59:59
3191,3000,104701,女神像,1,荒漠英雄的碎片,1,2022-12-12 03:00:00,2050-08-01 14:59:59
3192,3000,101602,女神像,1,成田白仁的碎片,1,2022-12-20 03:00:00,2050-08-01 14:59:59
3193,3000,106702,女神像,1,里见光钻的碎片,1,2022-12-29 03:00:00,2050-08-01 14:59:59
3194,3000,106802,女神像,1,北部玄驹的碎片,1,2022-12-29 03:00:00,2050-08-01 14:59:59
3195,3000,109901,女神像,1,北幸樽前的碎片,1,2023-01-10 03:00:00,2050-08-01 14:59:59
3196,3000,106501,女神像,1,大拓太阳神的碎片,1,2023-01-20 03:00:00,2050-08-01 14:59:59
3197,3000,102702,女神像,1,目白莱恩的碎片,1,2023-01-30 03:00:00,2050-08-01 14:59:59
3198,3000,103102,女神像,1,艾尼风神的碎片,1,2023-01-30 03:00:00,2050-08-01 14:59:59
3199,3000,104301,女神像,1,新光风的碎片,1,2023-02-13 03:00:00,2050-08-01 14:59:59
3200,3000,105701,女神像,1,千明代表的碎片,1,2023-02-24 03:00:00,2050-08-01 14:59:59
3201,3000,100701,女神像,1,黄金船的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3202,3000,100801,女神像,1,伏特加的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3203,3000,100901,女神像,1,大和赤骥的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3204,3000,101101,女神像,1,草上飞的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3205,3000,101401,女神像,1,神鹰的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3206,3000,101801,女神像,1,气槽的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3207,3000,102401,女神像,1,重炮的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3208,3000,104501,女神像,1,超级溪流的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3209,3000,106201,女神像,1,待兼唐怀瑟的碎片,1,2022-02-24 03:00:00,2050-08-01 14:59:59
3301,3000,102701,女神像,1,目白莱恩的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3302,3000,103201,女神像,1,爱丽速子的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3303,3000,103501,女神像,1,胜利奖券的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3304,3000,104101,女神像,1,樱花进王的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3305,3000,105201,女神像,1,春乌菈菈的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3306,3000,105601,女神像,1,待兼福来的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3307,3000,106001,女神像,1,优秀素质的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3308,3000,106101,女神像,1,帝王光辉的碎片,1,2017-05-31 15:00:00,2050-08-01 14:59:59
3309,3000,106601,女神像,1,双涡轮的碎片,1,2023-02-24 03:00:00,2050-08-01 14:59:59
3400,3000,108501,女神像,1,第一红宝的碎片,1,2023-03-10 03:00:00,2050-08-01 14:59:59
3401,3000,108301,女神像,1,克里斯象征的碎片,1,2023-03-20 03:00:00,2050-08-01 14:59:59
3402,3000,106902,女神像,1,樱花千代王的碎片,1,2023-03-29 03:00:00,2050-08-01 14:59:59
3403,3000,107102,女神像,1,目白雅丹的碎片,1,2023-03-29 03:00:00,2050-08-01 14:59:59
3404,3000,107601,女神像,1,樱花桂冠的碎片,1,2023-04-10 03:00:00,2050-08-01 14:59:59
3405,3000,110501,女神像,1,新宇宙的碎片,1,2023-04-19 03:00:00,2050-08-01 14:59:59
3406,3000,104102,女神像,1,樱花进王的碎片,1,2023-04-28 03:00:00,2050-08-01 14:59:59
3407,3000,106202,女神像,1,待兼唐怀瑟的碎片,1,2023-04-28 03:00:00,2050-08-01 14:59:59
3408,3000,110601,女神像,1,菱奇宝的碎片,1,2023-05-10 03:00:00,2050-08-01 14:59:59
3409,3000,108401,女神像,1,谷水琴蕾的碎片,1,2023-05-19 03:00:00,2050-08-01 14:59:59
3410,3000,101202,女神像,1,菱亚马逊的碎片,1,2023-05-29 03:00:00,2050-08-01 14:59:59
3411,3000,105102,女神像,1,西野花的碎片,1,2023-05-29 03:00:00,2050-08-01 14:59:59
3412,3000,105501,女神像,1,美丽周日的碎片,1,2023-06-19 03:00:00,2050-08-01 14:59:59
3413,3000,105302,女神像,1,青竹回忆的碎片,1,2023-06-29 03:00:00,2050-08-01 14:59:59
3414,3000,104802,女神像,1,岛川乔丹的碎片,1,2023-06-29 03:00:00,2050-08-01 14:59:59
3415,3000,110401,女神像,1,葛城荣主的碎片,1,2023-07-10 03:00:00,2050-08-01 14:59:59
3416,3000,107001,女神像,1,天狼星象征的碎片,1,2023-07-21 03:00:00,2050-08-01 14:59:59
3417,3000,103202,女神像,1,爱丽速子的碎片,1,2023-07-31 03:00:00,2050-08-01 14:59:59
3418,3000,100202,女神像,1,无声铃鹿的碎片,1,2023-07-31 03:00:00,2050-08-01 14:59:59
3419,3000,107701,女神像,1,成田路的碎片,1,2023-08-24 03:00:00,2050-08-01 14:59:59
3520,3000,100703,女神像,1,黄金船的碎片,1,2023-08-31 03:00:00,2050-08-01 14:59:59
3521,3000,106703,女神像,1,サトノダイヤモンドのピース,1,2023-09-11 03:00:00,2050-08-01 14:59:59
3522,3000,109301,女神像,1,ケイエスミラクルのピース,1,2023-09-20 03:00:00,2050-08-01 14:59:59
3523,3000,103602,女神像,1,エアシャカールのピース,1,2023-09-29 03:00:00,2050-08-01 14:59:59
3524,3000,108302,女神像,1,シンボリクリスエスのピース,1,2023-09-29 03:00:00,2050-08-01 14:59:59
3525,3000,108601,女神像,1,メジロラモーヌのピース,1,2023-10-19 03:00:00,2050-08-01 14:59:59
3526,3000,100303,女神像,1,トウカイテイオーのピース,1,2023-10-30 03:00:00,2050-08-01 14:59:59
3527,3000,103902,女神像,1,カワカミプリンセスのピース,1,2023-10-30 03:00:00,2050-08-01 14:59:59
3528,3000,110701,女神像,1,タップダンスシチーのピース,1,2023-11-20 03:00:00,2050-08-01 14:59:59
3529,3000,106402,女神像,1,メジロパーマーのピース,1,2023-11-30 03:00:00,2050-08-01 14:59:59
3530,3000,107402,女神像,1,メジロブライトのピース,1,2023-11-30 03:00:00,2050-08-01 14:59:59
3531,3000,108801,女神像,1,サトノクラウンのピース,1,2023-12-11 03:00:00,2050-08-01 14:59:59
3532,3000,108901,女神像,1,シュヴァルグランのピース,1,2023-12-20 03:00:00,2050-08-01 14:59:59
